,Unnamed: 0,u_id,a_id,profile,title,score
61721,61721,736,8557,mrsKWON,Shinryaku! Ika Musume,7
61722,61722,751,8557,Hectotane,Shinryaku! Ika Musume,6
61723,61723,966,8557,Gonzo-lewd,Shinryaku! Ika Musume,6
61724,61724,1713,8557,SovietWeeb,Shinryaku! Ika Musume,8
61726,61726,1784,8557,helur,Shinryaku! Ika Musume,7
61727,61727,3903,8557,8thSin,Shinryaku! Ika Musume,8
63342,63342,43,1519,HybridMedia,Black Lagoon: The Second Barrage,9
63344,63344,97,1519,LegendAqua,Black Lagoon: The Second Barrage,9
63345,63345,228,1519,ratchet573,Black Lagoon: The Second Barrage,8
63346,63346,550,1519,Tyrannicswine117,Black Lagoon: The Second Barrage,8
63349,63349,633,1519,Bishounen_Hunter,Black Lagoon: The Second Barrage,7
63350,63350,652,1519,robert788,Black Lagoon: The Second Barrage,9
63353,63353,843,1519,GarlandReese,Black Lagoon: The Second Barrage,8
63355,63355,1545,1519,Luquillo,Black Lagoon: The Second Barrage,9
63356,63356,2143,1519,Geddon616,Black Lagoon: The Second Barrage,9
63361,63361,3514,1519,ChucriBZ,Black Lagoon: The Second Barrage,8
63367,63367,4808,1519,mistah-manila,Black Lagoon: The Second Barrage,8
63684,63684,43,13535,HybridMedia,Binbougami ga!,6
63685,63685,109,13535,ktulu007,Binbougami ga!,5
63686,63686,114,13535,Shaja,Binbougami ga!,10
63688,63688,736,13535,mrsKWON,Binbougami ga!,8
63690,63690,926,13535,Apdo1,Binbougami ga!,8
63693,63693,1417,13535,GrayRealm,Binbougami ga!,4
63694,63694,1785,13535,Mikame-,Binbougami ga!,9
63696,63696,2213,13535,Nasty001,Binbougami ga!,7
63697,63697,2417,13535,ImRingo,Binbougami ga!,8
63700,63700,3514,13535,ChucriBZ,Binbougami ga!,8
64003,64003,43,14467,HybridMedia,K,5
64004,64004,50,14467,BabyGirl06301,K,8
64007,64007,381,14467,Karhu,K,3
64008,64008,456,14467,Stark700,K,5
64009,64009,503,14467,mouthpiece,K,4
64010,64010,591,14467,explicit707,K,7
64014,64014,736,14467,mrsKWON,K,8
64015,64015,751,14467,Hectotane,K,7
64016,64016,843,14467,GarlandReese,K,8
64019,64019,1296,14467,Zaku88,K,4
64020,64020,1309,14467,Lord_Rutsah,K,6
64058,64058,6687,14467,Social_Elitist,K,5
65308,65308,77,28121,ZephSilver,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,3
65310,65310,159,28121,KomanoOhta,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,8
65312,65312,280,28121,BanjoTheBear,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,4
65314,65314,449,28121,HaXXspetten,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7
65315,65315,456,28121,Stark700,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7
65316,65316,460,28121,PyraXadon,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7
65318,65318,480,28121,TrashDax,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,6
65319,65319,550,28121,Tyrannicswine117,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,8
65322,65322,966,28121,Gonzo-lewd,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7
65340,65340,1713,28121,SovietWeeb,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,8
65343,65343,1762,28121,camay1997,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,9
65355,65355,3308,28121,Visceras,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7
66292,66292,46,3457,shadowfireflame,Vampire Knight,9
66293,66293,258,3457,Fear_the_Reefer,Vampire Knight,5
66294,66294,419,3457,TheLlama,Vampire Knight,8
66295,66295,633,3457,Bishounen_Hunter,Vampire Knight,7
66297,66297,736,3457,mrsKWON,Vampire Knight,7
66298,66298,751,3457,Hectotane,Vampire Knight,8
66299,66299,789,3457,LeaOotori,Vampire Knight,5
66300,66300,843,3457,GarlandReese,Vampire Knight,6
66303,66303,1121,3457,Stormy_77,Vampire Knight,7
66304,66304,2138,3457,Agent_Redacted,Vampire Knight,8
66725,66725,77,34382,ZephSilver,Citrus,3
66726,66726,97,34382,LegendAqua,Citrus,8
66727,66727,109,34382,ktulu007,Citrus,6
66733,66733,376,34382,captjoe213,Citrus,7
66734,66734,456,34382,Stark700,Citrus,4
66736,66736,531,34382,RPWPA,Citrus,6
66738,66738,789,34382,LeaOotori,Citrus,4
66751,66751,1713,34382,SovietWeeb,Citrus,8
66752,66752,1944,34382,Pipe,Citrus,5
66756,66756,2489,34382,Shingster,Citrus,10
67404,67404,50,11887,BabyGirl06301,Kokoro Connect,7
67405,67405,104,11887,jc9622,Kokoro Connect,9
67410,67410,299,11887,Duckielover151,Kokoro Connect,7
67413,67413,503,11887,mouthpiece,Kokoro Connect,4
67417,67417,736,11887,mrsKWON,Kokoro Connect,6
67420,67420,903,11887,Asfaria,Kokoro Connect,10
67436,67436,1713,11887,SovietWeeb,Kokoro Connect,8
67461,67461,1738,11887,Eagleshadow,Kokoro Connect,5
67485,67485,1762,11887,camay1997,Kokoro Connect,7
67507,67507,1784,11887,helur,Kokoro Connect,9
67508,67508,1785,11887,Mikame-,Kokoro Connect,8
67704,67704,50,37786,BabyGirl06301,Yagate Kimi ni Naru,7
67705,67705,97,37786,LegendAqua,Yagate Kimi ni Naru,8
67709,67709,376,37786,captjoe213,Yagate Kimi ni Naru,9
67710,67710,381,37786,Karhu,Yagate Kimi ni Naru,2
67711,67711,451,37786,papsoshea,Yagate Kimi ni Naru,9
67712,67712,455,37786,KANLen09,Yagate Kimi ni Naru,9
67713,67713,456,37786,Stark700,Yagate Kimi ni Naru,9
67715,67715,1077,37786,CodeBlazeFate,Yagate Kimi ni Naru,8
67720,67720,1944,37786,Pipe,Yagate Kimi ni Naru,9
67721,67721,1948,37786,Notshane,Yagate Kimi ni Naru,5
67723,67723,2138,37786,Agent_Redacted,Yagate Kimi ni Naru,10
67724,67724,2478,37786,RebelPanda,Yagate Kimi ni Naru,9
67726,67726,2933,37786,SanaeK10,Yagate Kimi ni Naru,7
68601,68601,50,38691,BabyGirl06301,Dr. Stone,10
68602,68602,54,38691,Eoussama,Dr. Stone,9
68603,68603,97,38691,LegendAqua,Dr. Stone,8
68605,68605,381,38691,Karhu,Dr. Stone,1
68607,68607,449,38691,HaXXspetten,Dr. Stone,7
68608,68608,451,38691,papsoshea,Dr. Stone,9
68609,68609,456,38691,Stark700,Dr. Stone,9
68610,68610,457,38691,Krunchyman,Dr. Stone,2
68611,68611,652,38691,robert788,Dr. Stone,10
68613,68613,693,38691,ShukugawaMeguri,Dr. Stone,9
68615,68615,1508,38691,AnimeBW,Dr. Stone,6
68619,68619,2478,38691,RebelPanda,Dr. Stone,8
68620,68620,2488,38691,XHellLyterX,Dr. Stone,6
68758,68758,50,37779,BabyGirl06301,Yakusoku no Neverland,10
68759,68759,54,37779,Eoussama,Yakusoku no Neverland,8
68760,68760,97,37779,LegendAqua,Yakusoku no Neverland,10
68764,68764,337,37779,Injenss,Yakusoku no Neverland,10
68766,68766,381,37779,Karhu,Yakusoku no Neverland,4
68768,68768,449,37779,HaXXspetten,Yakusoku no Neverland,10
68769,68769,451,37779,papsoshea,Yakusoku no Neverland,9
68770,68770,456,37779,Stark700,Yakusoku no Neverland,8
68772,68772,693,37779,ShukugawaMeguri,Yakusoku no Neverland,10
68775,68775,901,37779,literaturenerd,Yakusoku no Neverland,7
68778,68778,1131,37779,Ethan_07,Yakusoku no Neverland,9
68779,68779,1335,37779,DoomRanger,Yakusoku no Neverland,8
68789,68789,2478,37779,RebelPanda,Yakusoku no Neverland,6
68790,68790,2488,37779,XHellLyterX,Yakusoku no Neverland,8
69011,69011,50,431,BabyGirl06301,Howl no Ugoku Shiro,10
69012,69012,54,431,Eoussama,Howl no Ugoku Shiro,9
69013,69013,109,431,ktulu007,Howl no Ugoku Shiro,8
69016,69016,194,431,godofmankind,Howl no Ugoku Shiro,9
69017,69017,299,431,Duckielover151,Howl no Ugoku Shiro,7
69018,69018,414,431,kiriska,Howl no Ugoku Shiro,7
69024,69024,550,431,Tyrannicswine117,Howl no Ugoku Shiro,9
69026,69026,679,431,Venneh,Howl no Ugoku Shiro,8
69028,69028,736,431,mrsKWON,Howl no Ugoku Shiro,9
69029,69029,868,431,VegetaOver9000,Howl no Ugoku Shiro,10
69031,69031,901,431,literaturenerd,Howl no Ugoku Shiro,6
69037,69037,1508,431,AnimeBW,Howl no Ugoku Shiro,4
69038,69038,1837,431,DarkRavie,Howl no Ugoku Shiro,10
69048,69048,3308,431,Visceras,Howl no Ugoku Shiro,7
69356,69356,50,269,BabyGirl06301,Bleach,9
69357,69357,54,269,Eoussama,Bleach,8
69362,69362,337,269,Injenss,Bleach,8
69363,69363,381,269,Karhu,Bleach,3
69364,69364,419,269,TheLlama,Bleach,8
69365,69365,591,269,explicit707,Bleach,7
69372,69372,726,269,phs_togusa,Bleach,5
69377,69377,736,269,mrsKWON,Bleach,9
69428,69428,940,269,Colonelfancy,Bleach,4
69449,69449,1309,269,Lord_Rutsah,Bleach,10
69453,69453,1704,269,barcaman101,Bleach,4
69454,69454,1762,269,camay1997,Bleach,8
70956,70956,50,15037,BabyGirl06301,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,8
70957,70957,104,15037,jc9622,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,8
70958,70958,109,15037,ktulu007,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,2
70959,70959,194,15037,godofmankind,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,3
70960,70960,258,15037,Fear_the_Reefer,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,4
70962,70962,456,15037,Stark700,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,6
70964,70964,480,15037,TrashDax,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,6
70965,70965,550,15037,Tyrannicswine117,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,7
70967,70967,843,15037,GarlandReese,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,3
70981,70981,2488,15037,XHellLyterX,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,2
71004,71004,5956,15037,Caleb_Marvell,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,8
71280,71280,50,30911,BabyGirl06301,Tales of Zestiria the Cross,6
71281,71281,97,30911,LegendAqua,Tales of Zestiria the Cross,8
71282,71282,104,30911,jc9622,Tales of Zestiria the Cross,8
71283,71283,109,30911,ktulu007,Tales of Zestiria the Cross,6
71284,71284,280,30911,BanjoTheBear,Tales of Zestiria the Cross,4
71285,71285,337,30911,Injenss,Tales of Zestiria the Cross,8
71286,71286,387,30911,KyasutoNaito,Tales of Zestiria the Cross,10
71287,71287,456,30911,Stark700,Tales of Zestiria the Cross,8
71288,71288,460,30911,PyraXadon,Tales of Zestiria the Cross,6
71291,71291,1296,30911,Zaku88,Tales of Zestiria the Cross,8
71292,71292,2489,30911,Shingster,Tales of Zestiria the Cross,10
73179,73179,54,37510,Eoussama,Mob Psycho 100 II,9
73180,73180,97,37510,LegendAqua,Mob Psycho 100 II,10
73181,73181,109,37510,ktulu007,Mob Psycho 100 II,4
73185,73185,337,37510,Injenss,Mob Psycho 100 II,8
73186,73186,381,37510,Karhu,Mob Psycho 100 II,6
73189,73189,451,37510,papsoshea,Mob Psycho 100 II,10
73190,73190,456,37510,Stark700,Mob Psycho 100 II,9
73191,73191,457,37510,Krunchyman,Mob Psycho 100 II,2
73193,73193,1131,37510,Ethan_07,Mob Psycho 100 II,9
73195,73195,1335,37510,DoomRanger,Mob Psycho 100 II,9
73197,73197,1508,37510,AnimeBW,Mob Psycho 100 II,10
73588,73588,54,35120,Eoussama,Devilman: Crybaby,8
73589,73589,119,35120,Pixeldrum,Devilman: Crybaby,7
73596,73596,550,35120,Tyrannicswine117,Devilman: Crybaby,9
73598,73598,594,35120,EggheadLuna,Devilman: Crybaby,3
73601,73601,907,35120,Gundroog,Devilman: Crybaby,4
73603,73603,1158,35120,Rikuson1,Devilman: Crybaby,8
73606,73606,1417,35120,GrayRealm,Devilman: Crybaby,3
73611,73611,1686,35120,kokuborou,Devilman: Crybaby,8
73614,73614,1908,35120,Raggadish,Devilman: Crybaby,8
73628,73628,3413,35120,lawlmartz,Devilman: Crybaby,8
74331,74331,54,37976,Eoussama,Zombieland Saga,7
74332,74332,97,37976,LegendAqua,Zombieland Saga,9
74336,74336,381,37976,Karhu,Zombieland Saga,4
74337,74337,451,37976,papsoshea,Zombieland Saga,8
74338,74338,455,37976,KANLen09,Zombieland Saga,9
74339,74339,456,37976,Stark700,Zombieland Saga,9
74340,74340,457,37976,Krunchyman,Zombieland Saga,10
74342,74342,1077,37976,CodeBlazeFate,Zombieland Saga,7
74343,74343,1078,37976,TakamakiJoker,Zombieland Saga,6
74345,74345,1508,37976,AnimeBW,Zombieland Saga,7
74348,74348,1908,37976,Raggadish,Zombieland Saga,9
74351,74351,2488,37976,XHellLyterX,Zombieland Saga,9
74375,74375,13433,37976,JiangHaoyi1979,Zombieland Saga,7
75315,75315,54,35847,Eoussama,SSSS.Gridman,7
75316,75316,97,35847,LegendAqua,SSSS.Gridman,9
75319,75319,381,35847,Karhu,SSSS.Gridman,2
75322,75322,451,35847,papsoshea,SSSS.Gridman,9
75323,75323,456,35847,Stark700,SSSS.Gridman,7
75324,75324,457,35847,Krunchyman,SSSS.Gridman,1
75327,75327,1077,35847,CodeBlazeFate,SSSS.Gridman,6
75328,75328,1078,35847,TakamakiJoker,SSSS.Gridman,5
75330,75330,1508,35847,AnimeBW,SSSS.Gridman,6
75332,75332,1893,35847,SupremeLord,SSSS.Gridman,8
75337,75337,2478,35847,RebelPanda,SSSS.Gridman,8
75338,75338,2488,35847,XHellLyterX,SSSS.Gridman,4
76079,76079,61,12413,Paulwillson26,Jormungand,8
76080,76080,109,12413,ktulu007,Jormungand,7
76083,76083,228,12413,ratchet573,Jormungand,3
76085,76085,456,12413,Stark700,Jormungand,8
76086,76086,462,12413,Flawfinder,Jormungand,1
76087,76087,503,12413,mouthpiece,Jormungand,3
76089,76089,751,12413,Hectotane,Jormungand,7
76090,76090,901,12413,literaturenerd,Jormungand,6
76093,76093,1417,12413,GrayRealm,Jormungand,5
76115,76115,2143,12413,Geddon616,Jormungand,9
76133,76133,2213,12413,Nasty001,Jormungand,8
77233,77233,61,9379,Paulwillson26,Denpa Onna to Seishun Otoko,10
77234,77234,460,9379,PyraXadon,Denpa Onna to Seishun Otoko,7
77236,77236,503,9379,mouthpiece,Denpa Onna to Seishun Otoko,4
77238,77238,530,9379,AnimeFan48,Denpa Onna to Seishun Otoko,7
77240,77240,736,9379,mrsKWON,Denpa Onna to Seishun Otoko,5
77242,77242,1057,9379,NeverKnowsBest26,Denpa Onna to Seishun Otoko,6
77244,77244,1296,9379,Zaku88,Denpa Onna to Seishun Otoko,7
77246,77246,1784,9379,helur,Denpa Onna to Seishun Otoko,8
77250,77250,2213,9379,Nasty001,Denpa Onna to Seishun Otoko,6
77255,77255,3903,9379,8thSin,Denpa Onna to Seishun Otoko,9
77257,77257,5520,9379,Simonian,Denpa Onna to Seishun Otoko,5
77664,77664,456,22789,Stark700,Barakamon,9
77665,77665,460,22789,PyraXadon,Barakamon,8
77667,77667,497,22789,felixlovesanime,Barakamon,6
77672,77672,966,22789,Gonzo-lewd,Barakamon,8
77676,77676,1335,22789,DoomRanger,Barakamon,8
77678,77678,1565,22789,Veronin,Barakamon,9
77680,77680,1686,22789,kokuborou,Barakamon,9
77689,77689,2368,22789,hexashadow13,Barakamon,8
77696,77696,3308,22789,Visceras,Barakamon,7
77699,77699,3415,22789,mercury1980,Barakamon,10
77727,77727,8908,22789,Yemi_Hikari,Barakamon,8
79193,79193,77,27655,ZephSilver,Aldnoah.Zero 2nd Season,2
79194,79194,104,27655,jc9622,Aldnoah.Zero 2nd Season,4
79195,79195,280,27655,BanjoTheBear,Aldnoah.Zero 2nd Season,3
79196,79196,456,27655,Stark700,Aldnoah.Zero 2nd Season,4
79198,79198,843,27655,GarlandReese,Aldnoah.Zero 2nd Season,6
79199,79199,1077,27655,CodeBlazeFate,Aldnoah.Zero 2nd Season,3
79202,79202,1762,27655,camay1997,Aldnoah.Zero 2nd Season,9
79208,79208,2933,27655,SanaeK10,Aldnoah.Zero 2nd Season,2
79209,79209,3415,27655,mercury1980,Aldnoah.Zero 2nd Season,3
79222,79222,12207,27655,Blood_Diver_A,Aldnoah.Zero 2nd Season,4
79599,79599,77,25397,ZephSilver,Absolute Duo,2
79601,79601,280,25397,BanjoTheBear,Absolute Duo,2
79602,79602,449,25397,HaXXspetten,Absolute Duo,4
79603,79603,460,25397,PyraXadon,Absolute Duo,6
79604,79604,751,25397,Hectotane,Absolute Duo,6
79611,79611,1296,25397,Zaku88,Absolute Duo,3
79614,79614,2177,25397,Joby05,Absolute Duo,6
79615,79615,2368,25397,hexashadow13,Absolute Duo,8
79619,79619,3413,25397,lawlmartz,Absolute Duo,3
79620,79620,3415,25397,mercury1980,Absolute Duo,2
79918,79918,77,22729,ZephSilver,Aldnoah.Zero,5
79919,79919,104,22729,jc9622,Aldnoah.Zero,7
79920,79920,228,22729,ratchet573,Aldnoah.Zero,6
79922,79922,280,22729,BanjoTheBear,Aldnoah.Zero,7
79923,79923,456,22729,Stark700,Aldnoah.Zero,7
79926,79926,843,22729,GarlandReese,Aldnoah.Zero,5
79927,79927,907,22729,Gundroog,Aldnoah.Zero,4
79931,79931,1077,22729,CodeBlazeFate,Aldnoah.Zero,4
79933,79933,1296,22729,Zaku88,Aldnoah.Zero,7
79938,79938,1762,22729,camay1997,Aldnoah.Zero,9
79952,79952,3308,22729,Visceras,Aldnoah.Zero,7
79979,79979,6687,22729,Social_Elitist,Aldnoah.Zero,3
80003,80003,12207,22729,Blood_Diver_A,Aldnoah.Zero,4
80882,80882,109,2236,ktulu007,Toki wo Kakeru Shoujo,5
80885,80885,419,2236,TheLlama,Toki wo Kakeru Shoujo,9
80886,80886,480,2236,TrashDax,Toki wo Kakeru Shoujo,8
80887,80887,550,2236,Tyrannicswine117,Toki wo Kakeru Shoujo,10
80892,80892,809,2236,FullmetalCowboy,Toki wo Kakeru Shoujo,8
80893,80893,903,2236,Asfaria,Toki wo Kakeru Shoujo,8
80896,80896,1131,2236,Ethan_07,Toki wo Kakeru Shoujo,8
80897,80897,1158,2236,Rikuson1,Toki wo Kakeru Shoujo,9
80901,80901,1545,2236,Luquillo,Toki wo Kakeru Shoujo,9
80902,80902,1704,2236,barcaman101,Toki wo Kakeru Shoujo,4
80908,80908,2138,2236,Agent_Redacted,Toki wo Kakeru Shoujo,6
81705,81705,159,30240,KomanoOhta,Prison School,8
81708,81708,280,30240,BanjoTheBear,Prison School,7
81709,81709,449,30240,HaXXspetten,Prison School,9
81710,81710,456,30240,Stark700,Prison School,8
81711,81711,462,30240,Flawfinder,Prison School,4
81718,81718,1158,30240,Rikuson1,Prison School,9
81721,81721,1417,30240,GrayRealm,Prison School,5
81729,81729,2368,30240,hexashadow13,Prison School,10
81731,81731,2762,30240,Sidewinder51,Prison School,10
81743,81743,6009,30240,LeaderTGW,Prison School,8
82221,82221,97,29803,LegendAqua,Overlord,7
82222,82222,104,29803,jc9622,Overlord,8
82223,82223,109,29803,ktulu007,Overlord,5
82224,82224,119,29803,Pixeldrum,Overlord,10
82225,82225,159,29803,KomanoOhta,Overlord,8
82229,82229,280,29803,BanjoTheBear,Overlord,4
82230,82230,332,29803,ShySorcerer,Overlord,7
82232,82232,456,29803,Stark700,Overlord,6
82233,82233,594,29803,EggheadLuna,Overlord,2
82238,82238,1131,29803,Ethan_07,Overlord,9
82244,82244,1335,29803,DoomRanger,Overlord,7
82248,82248,1417,29803,GrayRealm,Overlord,5
82275,82275,3413,29803,lawlmartz,Overlord,8
82520,82520,97,37171,LegendAqua,Asobi Asobase,10
82521,82521,119,37171,Pixeldrum,Asobi Asobase,9
82524,82524,381,37171,Karhu,Asobi Asobase,4
82526,82526,451,37171,papsoshea,Asobi Asobase,8
82527,82527,455,37171,KANLen09,Asobi Asobase,10
82528,82528,456,37171,Stark700,Asobi Asobase,8
82529,82529,460,37171,PyraXadon,Asobi Asobase,7
82530,82530,497,37171,felixlovesanime,Asobi Asobase,10
82531,82531,531,37171,RPWPA,Asobi Asobase,10
82532,82532,594,37171,EggheadLuna,Asobi Asobase,8
82533,82533,901,37171,literaturenerd,Asobi Asobase,3
82539,82539,1713,37171,SovietWeeb,Asobi Asobase,8
82588,82588,12207,37171,Blood_Diver_A,Asobi Asobase,9
82589,82589,97,20899,LegendAqua,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,10
82590,82590,109,20899,ktulu007,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8
82591,82591,228,20899,ratchet573,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,7
82593,82593,337,20899,Injenss,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,9
82595,82595,456,20899,Stark700,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8
82597,82597,908,20899,THEAnimeHERO,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8
82601,82601,1893,20899,SupremeLord,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,7
82607,82607,3413,20899,lawlmartz,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,7
82608,82608,3514,20899,ChucriBZ,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,7
82612,82612,5395,20899,wolfwing,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,9
82619,82619,6687,20899,Social_Elitist,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,6
83152,83152,97,37991,LegendAqua,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,10
83154,83154,337,37991,Injenss,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,5
83155,83155,381,37991,Karhu,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,10
83156,83156,451,37991,papsoshea,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,10
83157,83157,456,37991,Stark700,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,9
83158,83158,457,37991,Krunchyman,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,3
83159,83159,531,37991,RPWPA,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,9
83163,83163,1158,37991,Rikuson1,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,9
83165,83165,1508,37991,AnimeBW,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8
83166,83166,1629,37991,johnbradshaw,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,9
83626,83626,97,36296,LegendAqua,Hinamatsuri,9
83629,83629,332,36296,ShySorcerer,Hinamatsuri,8
83630,83630,337,36296,Injenss,Hinamatsuri,9
83631,83631,381,36296,Karhu,Hinamatsuri,7
83632,83632,451,36296,papsoshea,Hinamatsuri,9
83633,83633,456,36296,Stark700,Hinamatsuri,8
83634,83634,457,36296,Krunchyman,Hinamatsuri,3
83635,83635,460,36296,PyraXadon,Hinamatsuri,8
83636,83636,652,36296,robert788,Hinamatsuri,8
83637,83637,1078,36296,TakamakiJoker,Hinamatsuri,10
84430,84430,97,35240,LegendAqua,Princess Principal,9
84431,84431,119,35240,Pixeldrum,Princess Principal,6
84432,84432,280,35240,BanjoTheBear,Princess Principal,8
84433,84433,456,35240,Stark700,Princess Principal,7
84436,84436,907,35240,Gundroog,Princess Principal,6
84438,84438,1077,35240,CodeBlazeFate,Princess Principal,3
84439,84439,1078,35240,TakamakiJoker,Princess Principal,9
84441,84441,1686,35240,kokuborou,Princess Principal,8
84443,84443,1944,35240,Pipe,Princess Principal,9
84447,84447,2489,35240,Shingster,Princess Principal,10
84449,84449,2933,35240,SanaeK10,Princess Principal,6
84452,84452,3554,35240,LIQfilms,Princess Principal,5
84463,84463,6687,35240,Social_Elitist,Princess Principal,7
84470,84470,12207,35240,Blood_Diver_A,Princess Principal,8
84935,84935,97,37259,LegendAqua,Hanebado!,8
84936,84936,381,37259,Karhu,Hanebado!,5
84938,84938,451,37259,papsoshea,Hanebado!,7
84939,84939,455,37259,KANLen09,Hanebado!,7
84940,84940,456,37259,Stark700,Hanebado!,6
84941,84941,457,37259,Krunchyman,Hanebado!,4
84942,84942,497,37259,felixlovesanime,Hanebado!,5
84944,84944,1593,37259,LaLeLuLiLo,Hanebado!,4
84951,84951,2933,37259,SanaeK10,Hanebado!,3
84970,84970,13433,37259,JiangHaoyi1979,Hanebado!,6
85457,85457,97,38472,LegendAqua,Isekai Quartet,9
85458,85458,119,38472,Pixeldrum,Isekai Quartet,4
85461,85461,449,38472,HaXXspetten,Isekai Quartet,8
85462,85462,451,38472,papsoshea,Isekai Quartet,6
85463,85463,455,38472,KANLen09,Isekai Quartet,9
85464,85464,456,38472,Stark700,Isekai Quartet,8
85465,85465,457,38472,Krunchyman,Isekai Quartet,1
85466,85466,460,38472,PyraXadon,Isekai Quartet,5
85469,85469,1508,38472,AnimeBW,Isekai Quartet,6
85470,85470,1629,38472,johnbradshaw,Isekai Quartet,9
85471,85471,2488,38472,XHellLyterX,Isekai Quartet,6
86331,86331,97,34497,LegendAqua,Death March kara Hajimaru Isekai Kyousoukyoku,5
86334,86334,381,34497,Karhu,Death March kara Hajimaru Isekai Kyousoukyoku,10
86335,86335,387,34497,KyasutoNaito,Death March kara Hajimaru Isekai Kyousoukyoku,9
86336,86336,456,34497,Stark700,Death March kara Hajimaru Isekai Kyousoukyoku,2
86337,86337,467,34497,Whoahoho,Death March kara Hajimaru Isekai Kyousoukyoku,1
86338,86338,1077,34497,CodeBlazeFate,Death March kara Hajimaru Isekai Kyousoukyoku,5
86340,86340,1417,34497,GrayRealm,Death March kara Hajimaru Isekai Kyousoukyoku,4
86342,86342,1508,34497,AnimeBW,Death March kara Hajimaru Isekai Kyousoukyoku,1
86349,86349,2138,34497,Agent_Redacted,Death March kara Hajimaru Isekai Kyousoukyoku,6
86355,86355,2488,34497,XHellLyterX,Death March kara Hajimaru Isekai Kyousoukyoku,3
86356,86356,2489,34497,Shingster,Death March kara Hajimaru Isekai Kyousoukyoku,7
86473,86473,97,36632,LegendAqua,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,2
86475,86475,449,36632,HaXXspetten,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,2
86476,86476,451,36632,papsoshea,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,1
86477,86477,455,36632,KANLen09,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,1
86478,86478,456,36632,Stark700,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,2
86480,86480,460,36632,PyraXadon,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,1
86481,86481,652,36632,robert788,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,7
86482,86482,693,36632,ShukugawaMeguri,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,2
86483,86483,926,36632,Apdo1,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,6
86485,86485,1565,36632,Veronin,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,1
86487,86487,2933,36632,SanaeK10,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,4
86498,86498,12207,36632,Blood_Diver_A,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,2
86500,86500,13433,36632,JiangHaoyi1979,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,1
