,Unnamed: 0,u_id,a_id,profile,title,score
86751,86751,97,31904,LegendAqua,Big Order (TV),4
86754,86754,462,31904,Flawfinder,Big Order (TV),2
86755,86755,597,31904,Yuni,Big Order (TV),1
86757,86757,1020,31904,HidamariSeashore,Big Order (TV),4
86758,86758,1077,31904,CodeBlazeFate,Big Order (TV),3
86762,86762,1762,31904,camay1997,Big Order (TV),4
86765,86765,2489,31904,Shingster,Big Order (TV),8
86769,86769,3554,31904,LIQfilms,Big Order (TV),3
86774,86774,5395,31904,wolfwing,Big Order (TV),8
86777,86777,6009,31904,LeaderTGW,Big Order (TV),6
87033,87033,97,37993,LegendAqua,Watashi ni Tenshi ga Maiorita!,5
87037,87037,381,37993,Karhu,Watashi ni Tenshi ga Maiorita!,10
87038,87038,449,37993,HaXXspetten,Watashi ni Tenshi ga Maiorita!,7
87039,87039,455,37993,KANLen09,Watashi ni Tenshi ga Maiorita!,8
87040,87040,457,37993,Krunchyman,Watashi ni Tenshi ga Maiorita!,1
87042,87042,693,37993,ShukugawaMeguri,Watashi ni Tenshi ga Maiorita!,9
87043,87043,966,37993,Gonzo-lewd,Watashi ni Tenshi ga Maiorita!,8
87045,87045,1335,37993,DoomRanger,Watashi ni Tenshi ga Maiorita!,8
87047,87047,2933,37993,SanaeK10,Watashi ni Tenshi ga Maiorita!,8
87052,87052,6348,37993,Fircoal,Watashi ni Tenshi ga Maiorita!,8
87078,87078,97,31636,LegendAqua,Dagashi Kashi,8
87079,87079,104,31636,jc9622,Dagashi Kashi,7
87082,87082,280,31636,BanjoTheBear,Dagashi Kashi,5
87083,87083,332,31636,ShySorcerer,Dagashi Kashi,6
87084,87084,456,31636,Stark700,Dagashi Kashi,7
87085,87085,460,31636,PyraXadon,Dagashi Kashi,6
87086,87086,467,31636,Whoahoho,Dagashi Kashi,6
87087,87087,480,31636,TrashDax,Dagashi Kashi,5
87088,87088,597,31636,Yuni,Dagashi Kashi,6
87094,87094,1296,31636,Zaku88,Dagashi Kashi,4
87097,87097,1713,31636,SovietWeeb,Dagashi Kashi,8
87103,87103,3413,31636,lawlmartz,Dagashi Kashi,5
88139,88139,97,30795,LegendAqua,Bakuon!!,9
88140,88140,104,30795,jc9622,Bakuon!!,8
88141,88141,280,30795,BanjoTheBear,Bakuon!!,6
88142,88142,456,30795,Stark700,Bakuon!!,7
88143,88143,480,30795,TrashDax,Bakuon!!,8
88144,88144,530,30795,AnimeFan48,Bakuon!!,7
88145,88145,1565,30795,Veronin,Bakuon!!,6
88147,88147,3413,30795,lawlmartz,Bakuon!!,7
88148,88148,3554,30795,LIQfilms,Bakuon!!,5
88151,88151,6009,30795,LeaderTGW,Bakuon!!,6
89179,89179,97,34012,LegendAqua,Isekai Shokudou,7
89180,89180,280,34012,BanjoTheBear,Isekai Shokudou,6
89183,89183,456,34012,Stark700,Isekai Shokudou,7
89184,89184,460,34012,PyraXadon,Isekai Shokudou,7
89185,89185,550,34012,Tyrannicswine117,Isekai Shokudou,7
89188,89188,1335,34012,DoomRanger,Isekai Shokudou,9
89190,89190,1713,34012,SovietWeeb,Isekai Shokudou,7
89191,89191,1944,34012,Pipe,Isekai Shokudou,8
89201,89201,5395,34012,wolfwing,Isekai Shokudou,10
89203,89203,6348,34012,Fircoal,Isekai Shokudou,4
89227,89227,97,36475,LegendAqua,Sword Art Online Alternative: Gun Gale Online,9
89230,89230,455,36475,KANLen09,Sword Art Online Alternative: Gun Gale Online,9
89231,89231,456,36475,Stark700,Sword Art Online Alternative: Gun Gale Online,6
89232,89232,460,36475,PyraXadon,Sword Art Online Alternative: Gun Gale Online,7
89236,89236,789,36475,LeaOotori,Sword Art Online Alternative: Gun Gale Online,5
89237,89237,1078,36475,TakamakiJoker,Sword Art Online Alternative: Gun Gale Online,7
89245,89245,2478,36475,RebelPanda,Sword Art Online Alternative: Gun Gale Online,7
89246,89246,2489,36475,Shingster,Sword Art Online Alternative: Gun Gale Online,10
89249,89249,2933,36475,SanaeK10,Sword Art Online Alternative: Gun Gale Online,7
89270,89270,13433,36475,JiangHaoyi1979,Sword Art Online Alternative: Gun Gale Online,3
92067,92067,109,1818,ktulu007,Claymore,6
92068,92068,114,1818,Shaja,Claymore,7
92069,92069,419,1818,TheLlama,Claymore,9
92071,92071,524,1818,Ranivus,Claymore,7
92073,92073,591,1818,explicit707,Claymore,7
92075,92075,633,1818,Bishounen_Hunter,Claymore,9
92076,92076,651,1818,Master10K,Claymore,9
92078,92078,751,1818,Hectotane,Claymore,6
92087,92087,1417,1818,GrayRealm,Claymore,4
92090,92090,1908,1818,Raggadish,Claymore,9
92595,92595,109,24439,ktulu007,Kekkai Sensen,5
92596,92596,280,24439,BanjoTheBear,Kekkai Sensen,6
92597,92597,332,24439,ShySorcerer,Kekkai Sensen,7
92598,92598,456,24439,Stark700,Kekkai Sensen,9
92599,92599,462,24439,Flawfinder,Kekkai Sensen,3
92600,92600,597,24439,Yuni,Kekkai Sensen,5
92607,92607,1158,24439,Rikuson1,Kekkai Sensen,7
92610,92610,1335,24439,DoomRanger,Kekkai Sensen,7
92616,92616,2177,24439,Joby05,Kekkai Sensen,7
92625,92625,3413,24439,lawlmartz,Kekkai Sensen,6
92795,92795,109,3667,ktulu007,Strike Witches,5
92797,92797,285,3667,earl_of_sandvich,Strike Witches,8
92800,92800,590,3667,_Arcadia0,Strike Witches,10
92804,92804,751,3667,Hectotane,Strike Witches,7
92806,92806,1057,3667,NeverKnowsBest26,Strike Witches,6
92807,92807,1296,3667,Zaku88,Strike Witches,7
92809,92809,1629,3667,johnbradshaw,Strike Witches,8
92810,92810,2922,3667,Skadi,Strike Witches,7
92811,92811,2937,3667,AobaSuzukaze,Strike Witches,10
92812,92812,3857,3667,KaminaKai,Strike Witches,8
93338,93338,109,23277,ktulu007,Saenai Heroine no Sodatekata,4
93341,93341,280,23277,BanjoTheBear,Saenai Heroine no Sodatekata,6
93342,93342,376,23277,captjoe213,Saenai Heroine no Sodatekata,7
93343,93343,449,23277,HaXXspetten,Saenai Heroine no Sodatekata,8
93344,93344,456,23277,Stark700,Saenai Heroine no Sodatekata,6
93345,93345,460,23277,PyraXadon,Saenai Heroine no Sodatekata,7
93346,93346,462,23277,Flawfinder,Saenai Heroine no Sodatekata,2
93348,93348,497,23277,felixlovesanime,Saenai Heroine no Sodatekata,8
93350,93350,594,23277,EggheadLuna,Saenai Heroine no Sodatekata,4
93361,93361,2138,23277,Agent_Redacted,Saenai Heroine no Sodatekata,10
93369,93369,3415,23277,mercury1980,Saenai Heroine no Sodatekata,8
93726,93726,109,357,ktulu007,Bokusatsu Tenshi Dokuro-chan,2
93727,93727,159,357,KomanoOhta,Bokusatsu Tenshi Dokuro-chan,6
93730,93730,460,357,PyraXadon,Bokusatsu Tenshi Dokuro-chan,5
93731,93731,550,357,Tyrannicswine117,Bokusatsu Tenshi Dokuro-chan,2
93732,93732,901,357,literaturenerd,Bokusatsu Tenshi Dokuro-chan,2
93735,93735,1559,357,vigorousjammer,Bokusatsu Tenshi Dokuro-chan,3
93736,93736,1948,357,Notshane,Bokusatsu Tenshi Dokuro-chan,1
93737,93737,2762,357,Sidewinder51,Bokusatsu Tenshi Dokuro-chan,7
93739,93739,2922,357,Skadi,Bokusatsu Tenshi Dokuro-chan,2
93741,93741,3413,357,lawlmartz,Bokusatsu Tenshi Dokuro-chan,6
93742,93742,3415,357,mercury1980,Bokusatsu Tenshi Dokuro-chan,3
93743,93743,3554,357,LIQfilms,Bokusatsu Tenshi Dokuro-chan,3
93748,93748,4808,357,mistah-manila,Bokusatsu Tenshi Dokuro-chan,7
96846,96846,119,39198,Pixeldrum,Kanata no Astra,7
96850,96850,337,39198,Injenss,Kanata no Astra,9
96851,96851,449,39198,HaXXspetten,Kanata no Astra,7
96852,96852,455,39198,KANLen09,Kanata no Astra,9
96853,96853,456,39198,Stark700,Kanata no Astra,8
96854,96854,531,39198,RPWPA,Kanata no Astra,9
96857,96857,1131,39198,Ethan_07,Kanata no Astra,9
96859,96859,1508,39198,AnimeBW,Kanata no Astra,6
96862,96862,1593,39198,LaLeLuLiLo,Kanata no Astra,5
96865,96865,1944,39198,Pipe,Kanata no Astra,4
96866,96866,2478,39198,RebelPanda,Kanata no Astra,3
97991,97991,159,29785,KomanoOhta,Jitsu wa Watashi wa,6
97993,97993,280,29785,BanjoTheBear,Jitsu wa Watashi wa,6
97994,97994,456,29785,Stark700,Jitsu wa Watashi wa,7
97995,97995,460,29785,PyraXadon,Jitsu wa Watashi wa,6
97997,97997,1020,29785,HidamariSeashore,Jitsu wa Watashi wa,8
97999,97999,1296,29785,Zaku88,Jitsu wa Watashi wa,6
98000,98000,1309,29785,Lord_Rutsah,Jitsu wa Watashi wa,4
98001,98001,1417,29785,GrayRealm,Jitsu wa Watashi wa,7
98002,98002,1762,29785,camay1997,Jitsu wa Watashi wa,9
98006,98006,4425,29785,Nervin,Jitsu wa Watashi wa,6
98579,98579,228,8630,ratchet573,Hidan no Aria,5
98581,98581,652,8630,robert788,Hidan no Aria,7
98582,98582,966,8630,Gonzo-lewd,Hidan no Aria,4
98583,98583,1057,8630,NeverKnowsBest26,Hidan no Aria,3
98584,98584,1296,8630,Zaku88,Hidan no Aria,6
98587,98587,1713,8630,SovietWeeb,Hidan no Aria,8
98588,98588,1784,8630,helur,Hidan no Aria,5
98590,98590,2213,8630,Nasty001,Hidan no Aria,5
98593,98593,2922,8630,Skadi,Hidan no Aria,6
98595,98595,3903,8630,8thSin,Hidan no Aria,3
98814,98814,159,29786,KomanoOhta,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
98815,98815,280,29786,BanjoTheBear,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,6
98816,98816,449,29786,HaXXspetten,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,9
98817,98817,456,29786,Stark700,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7
98818,98818,460,29786,PyraXadon,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7
98819,98819,550,29786,Tyrannicswine117,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
98820,98820,966,29786,Gonzo-lewd,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
98826,98826,1296,29786,Zaku88,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,5
98827,98827,1335,29786,DoomRanger,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7
98833,98833,1762,29786,camay1997,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,10
98834,98834,1785,29786,Mikame-,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,9
98837,98837,2368,29786,hexashadow13,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
98845,98845,3413,29786,lawlmartz,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7
98854,98854,6009,29786,LeaderTGW,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
99624,99624,228,7817,ratchet573,B-gata H-kei,3
99626,99626,258,7817,Fear_the_Reefer,B-gata H-kei,8
99629,99629,376,7817,captjoe213,B-gata H-kei,8
99632,99632,736,7817,mrsKWON,B-gata H-kei,6
99633,99633,926,7817,Apdo1,B-gata H-kei,8
99634,99634,1057,7817,NeverKnowsBest26,B-gata H-kei,4
99637,99637,1296,7817,Zaku88,B-gata H-kei,8
99640,99640,1762,7817,camay1997,B-gata H-kei,7
99649,99649,3514,7817,ChucriBZ,B-gata H-kei,7
99659,99659,5956,7817,Caleb_Marvell,B-gata H-kei,8
99660,99660,6009,7817,LeaderTGW,B-gata H-kei,8
99765,99765,228,268,ratchet573,Golden Boy,7
99766,99766,387,268,KyasutoNaito,Golden Boy,9
99768,99768,503,268,mouthpiece,Golden Boy,6
99769,99769,550,268,Tyrannicswine117,Golden Boy,8
99770,99770,583,268,brynolf,Golden Boy,7
99771,99771,736,268,mrsKWON,Golden Boy,8
99773,99773,901,268,literaturenerd,Golden Boy,6
99774,99774,1545,268,Luquillo,Golden Boy,8
99778,99778,2762,268,Sidewinder51,Golden Boy,8
99781,99781,3413,268,lawlmartz,Golden Boy,9
99782,99782,3514,268,ChucriBZ,Golden Boy,9
99783,99783,4808,268,mistah-manila,Golden Boy,10
100647,100647,228,17729,ratchet573,Grisaia no Kajitsu,7
100649,100649,280,17729,BanjoTheBear,Grisaia no Kajitsu,5
100650,100650,449,17729,HaXXspetten,Grisaia no Kajitsu,5
100651,100651,456,17729,Stark700,Grisaia no Kajitsu,6
100652,100652,460,17729,PyraXadon,Grisaia no Kajitsu,7
100653,100653,651,17729,Master10K,Grisaia no Kajitsu,6
100655,100655,751,17729,Hectotane,Grisaia no Kajitsu,7
100657,100657,1296,17729,Zaku88,Grisaia no Kajitsu,7
100658,100658,1309,17729,Lord_Rutsah,Grisaia no Kajitsu,6
100662,100662,1565,17729,Veronin,Grisaia no Kajitsu,5
104187,104187,280,35241,BanjoTheBear,Konohana Kitan,6
104189,104189,376,35241,captjoe213,Konohana Kitan,9
104190,104190,455,35241,KANLen09,Konohana Kitan,9
104191,104191,456,35241,Stark700,Konohana Kitan,8
104192,104192,460,35241,PyraXadon,Konohana Kitan,7
104193,104193,652,35241,robert788,Konohana Kitan,9
104196,104196,1948,35241,Notshane,Konohana Kitan,8
104197,104197,2138,35241,Agent_Redacted,Konohana Kitan,10
104198,104198,2478,35241,RebelPanda,Konohana Kitan,8
104199,104199,2489,35241,Shingster,Konohana Kitan,10
104202,104202,6348,35241,Fircoal,Konohana Kitan,8
105522,105522,376,4744,captjoe213,Akaneiro ni Somaru Saka,7
105523,105523,460,4744,PyraXadon,Akaneiro ni Somaru Saka,6
105525,105525,524,4744,Ranivus,Akaneiro ni Somaru Saka,8
105526,105526,651,4744,Master10K,Akaneiro ni Somaru Saka,4
105527,105527,652,4744,robert788,Akaneiro ni Somaru Saka,7
105530,105530,1296,4744,Zaku88,Akaneiro ni Somaru Saka,8
105535,105535,2922,4744,Skadi,Akaneiro ni Somaru Saka,6
105540,105540,5956,4744,Caleb_Marvell,Akaneiro ni Somaru Saka,8
105541,105541,6010,4744,Retro8bit,Akaneiro ni Somaru Saka,5
105546,105546,8908,4744,Yemi_Hikari,Akaneiro ni Somaru Saka,6
105551,105551,12207,4744,Blood_Diver_A,Akaneiro ni Somaru Saka,3
106116,106116,451,36407,papsoshea,Kenja no Mago,5
106117,106117,456,36407,Stark700,Kenja no Mago,3
106118,106118,457,36407,Krunchyman,Kenja no Mago,1
106119,106119,652,36407,robert788,Kenja no Mago,5
106120,106120,693,36407,ShukugawaMeguri,Kenja no Mago,2
106123,106123,1078,36407,TakamakiJoker,Kenja no Mago,2
106124,106124,1417,36407,GrayRealm,Kenja no Mago,4
106129,106129,1908,36407,Raggadish,Kenja no Mago,2
106133,106133,2478,36407,RebelPanda,Kenja no Mago,1
106155,106155,13433,36407,JiangHaoyi1979,Kenja no Mago,3
106386,106386,332,37210,ShySorcerer,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,5
106387,106387,337,37210,Injenss,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,8
106388,106388,381,37210,Karhu,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,10
106389,106389,455,37210,KANLen09,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,8
106390,106390,456,37210,Stark700,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,4
106392,106392,693,37210,ShukugawaMeguri,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,7
106394,106394,1078,37210,TakamakiJoker,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,2
106396,106396,1335,37210,DoomRanger,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6
106397,106397,1417,37210,GrayRealm,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,3
106398,106398,1508,37210,AnimeBW,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,4
106400,106400,1593,37210,LaLeLuLiLo,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,3
106404,106404,2488,37210,XHellLyterX,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6
106405,106405,2489,37210,Shingster,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,10
106419,106419,13433,37210,JiangHaoyi1979,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,5
