,Unnamed: 0,u_id,a_id,profile,title,score
39344,75338,2488,35847,XHellLyterX,SSSS.Gridman,4
39667,76079,61,12413,Paulwillson26,Jormungand,8
39668,76080,109,12413,ktulu007,Jormungand,7
39671,76083,228,12413,ratchet573,Jormungand,3
39673,76085,456,12413,Stark700,Jormungand,8
39674,76086,462,12413,Flawfinder,Jormungand,1
39675,76087,503,12413,mouthpiece,Jormungand,3
39677,76089,751,12413,Hectotane,Jormungand,7
39678,76090,901,12413,literaturenerd,Jormungand,6
39681,76093,1417,12413,GrayRealm,Jormungand,5
39708,76133,2213,12413,Nasty001,Jormungand,8
39757,76210,61,11597,Paulwillson26,Nisemonogatari,8
39758,76211,76,11597,Lindle,Nisemonogatari,5
39759,76212,104,11597,jc9622,Nisemonogatari,8
39760,76213,117,11597,Falco2424,Nisemonogatari,7
39763,76216,228,11597,ratchet573,Nisemonogatari,8
39766,76219,480,11597,TrashDax,Nisemonogatari,7
39771,76224,1508,11597,AnimeBW,Nisemonogatari,6
39772,76225,1565,11597,Veronin,Nisemonogatari,7
39775,76228,1762,11597,camay1997,Nisemonogatari,10
39783,76236,2213,11597,Nasty001,Nisemonogatari,6
39784,76237,2417,11597,ImRingo,Nisemonogatari,9
39787,76240,2922,11597,Skadi,Nisemonogatari,5
39788,76241,2933,11597,SanaeK10,Nisemonogatari,6
39925,76462,61,71,Paulwillson26,Full Metal Panic!,8
39926,76463,76,71,Lindle,Full Metal Panic!,5
39927,76464,97,71,LegendAqua,Full Metal Panic!,7
39928,76465,228,71,ratchet573,Full Metal Panic!,5
39931,76468,376,71,captjoe213,Full Metal Panic!,8
39934,76471,523,71,kajia,Full Metal Panic!,8
39937,76474,736,71,mrsKWON,Full Metal Panic!,7
39938,76475,1296,71,Zaku88,Full Metal Panic!,7
39941,76478,1593,71,LaLeLuLiLo,Full Metal Panic!,4
39943,76480,1893,71,SupremeLord,Full Metal Panic!,7
39945,76482,3514,71,ChucriBZ,Full Metal Panic!,6
41328,78950,77,32182,ZephSilver,Mob Psycho 100,7
41329,78951,97,32182,LegendAqua,Mob Psycho 100,9
41330,78952,109,32182,ktulu007,Mob Psycho 100,3
41332,78954,280,32182,BanjoTheBear,Mob Psycho 100,7
41333,78955,337,32182,Injenss,Mob Psycho 100,10
41335,78957,451,32182,papsoshea,Mob Psycho 100,9
41336,78958,456,32182,Stark700,Mob Psycho 100,9
41337,78959,462,32182,Flawfinder,Mob Psycho 100,7
41338,78960,550,32182,Tyrannicswine117,Mob Psycho 100,9
41348,78970,1417,32182,GrayRealm,Mob Psycho 100,6
41375,78999,6009,32182,LeaderTGW,Mob Psycho 100,4
41851,79918,77,22729,ZephSilver,Aldnoah.Zero,5
41852,79919,104,22729,jc9622,Aldnoah.Zero,7
41853,79920,228,22729,ratchet573,Aldnoah.Zero,6
41855,79922,280,22729,BanjoTheBear,Aldnoah.Zero,7
41856,79923,456,22729,Stark700,Aldnoah.Zero,7
41864,79931,1077,22729,CodeBlazeFate,Aldnoah.Zero,4
41865,79933,1296,22729,Zaku88,Aldnoah.Zero,7
41870,79938,1762,22729,camay1997,Aldnoah.Zero,9
41882,79952,3308,22729,Visceras,Aldnoah.Zero,7
41906,79979,6687,22729,Social_Elitist,Aldnoah.Zero,3
42817,81705,159,30240,KomanoOhta,Prison School,8
42820,81708,280,30240,BanjoTheBear,Prison School,7
42821,81709,449,30240,HaXXspetten,Prison School,9
42822,81710,456,30240,Stark700,Prison School,8
42823,81711,462,30240,Flawfinder,Prison School,4
42830,81718,1158,30240,Rikuson1,Prison School,9
42833,81721,1417,30240,GrayRealm,Prison School,5
42841,81729,2368,30240,hexashadow13,Prison School,10
42843,81731,2762,30240,Sidewinder51,Prison School,10
42854,81743,6009,30240,LeaderTGW,Prison School,8
43078,82221,97,29803,LegendAqua,Overlord,7
43079,82222,104,29803,jc9622,Overlord,8
43080,82223,109,29803,ktulu007,Overlord,5
43082,82225,159,29803,KomanoOhta,Overlord,8
43086,82229,280,29803,BanjoTheBear,Overlord,4
43087,82230,332,29803,ShySorcerer,Overlord,7
43089,82232,456,29803,Stark700,Overlord,6
43095,82238,1131,29803,Ethan_07,Overlord,9
43105,82248,1417,29803,GrayRealm,Overlord,5
43130,82275,3413,29803,lawlmartz,Overlord,8
43286,82589,97,20899,LegendAqua,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,10
43287,82590,109,20899,ktulu007,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8
43288,82591,228,20899,ratchet573,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,7
43290,82593,337,20899,Injenss,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,9
43292,82595,456,20899,Stark700,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8
43298,82601,1893,20899,SupremeLord,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,7
43304,82607,3413,20899,lawlmartz,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,7
43305,82608,3514,20899,ChucriBZ,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,7
43309,82612,5395,20899,wolfwing,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,9
43316,82619,6687,20899,Social_Elitist,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,6
43838,83626,97,36296,LegendAqua,Hinamatsuri,9
43841,83629,332,36296,ShySorcerer,Hinamatsuri,8
43842,83630,337,36296,Injenss,Hinamatsuri,9
43843,83631,381,36296,Karhu,Hinamatsuri,7
43844,83632,451,36296,papsoshea,Hinamatsuri,9
43845,83633,456,36296,Stark700,Hinamatsuri,8
43846,83634,457,36296,Krunchyman,Hinamatsuri,3
43847,83635,460,36296,PyraXadon,Hinamatsuri,8
43848,83636,652,36296,robert788,Hinamatsuri,8
43849,83637,1078,36296,TakamakiJoker,Hinamatsuri,10
43856,83644,1888,36296,Yasaal,Hinamatsuri,10
43860,83648,2335,36296,xcomprr,Hinamatsuri,8
43984,83969,97,32438,LegendAqua,Mayoiga,4
43985,83970,104,32438,jc9622,Mayoiga,3
43986,83971,280,32438,BanjoTheBear,Mayoiga,3
43987,83972,337,32438,Injenss,Mayoiga,1
43988,83973,449,32438,HaXXspetten,Mayoiga,4
43989,83974,456,32438,Stark700,Mayoiga,4
43991,83976,462,32438,Flawfinder,Mayoiga,2
43993,83978,480,32438,TrashDax,Mayoiga,3
44001,83986,1296,32438,Zaku88,Mayoiga,5
44009,83994,2389,32438,nanakox21,Mayoiga,6
44010,83995,2488,32438,XHellLyterX,Mayoiga,2
44021,84006,5395,32438,wolfwing,Mayoiga,7
44025,84010,6009,32438,LeaderTGW,Mayoiga,6
45134,86331,97,34497,LegendAqua,Death March kara Hajimaru Isekai Kyousoukyoku,5
45137,86334,381,34497,Karhu,Death March kara Hajimaru Isekai Kyousoukyoku,10
45138,86335,387,34497,KyasutoNaito,Death March kara Hajimaru Isekai Kyousoukyoku,9
45139,86336,456,34497,Stark700,Death March kara Hajimaru Isekai Kyousoukyoku,2
45141,86338,1077,34497,CodeBlazeFate,Death March kara Hajimaru Isekai Kyousoukyoku,5
45143,86340,1417,34497,GrayRealm,Death March kara Hajimaru Isekai Kyousoukyoku,4
45144,86342,1508,34497,AnimeBW,Death March kara Hajimaru Isekai Kyousoukyoku,1
45149,86347,1888,34497,Yasaal,Death March kara Hajimaru Isekai Kyousoukyoku,4
45151,86349,2138,34497,Agent_Redacted,Death March kara Hajimaru Isekai Kyousoukyoku,6
45157,86355,2488,34497,XHellLyterX,Death March kara Hajimaru Isekai Kyousoukyoku,3
45158,86356,2489,34497,Shingster,Death March kara Hajimaru Isekai Kyousoukyoku,7
45214,86473,97,36632,LegendAqua,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,2
45216,86475,449,36632,HaXXspetten,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,2
45217,86476,451,36632,papsoshea,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,1
45218,86477,455,36632,KANLen09,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,1
45219,86478,456,36632,Stark700,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,2
45221,86480,460,36632,PyraXadon,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,1
45222,86481,652,36632,robert788,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,7
45226,86485,1565,36632,Veronin,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,1
45228,86487,2933,36632,SanaeK10,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,4
45239,86500,13433,36632,JiangHaoyi1979,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,1
45504,87078,97,31636,LegendAqua,Dagashi Kashi,8
45505,87079,104,31636,jc9622,Dagashi Kashi,7
45508,87082,280,31636,BanjoTheBear,Dagashi Kashi,5
45509,87083,332,31636,ShySorcerer,Dagashi Kashi,6
45510,87084,456,31636,Stark700,Dagashi Kashi,7
45511,87085,460,31636,PyraXadon,Dagashi Kashi,6
45513,87087,480,31636,TrashDax,Dagashi Kashi,5
45514,87088,597,31636,Yuni,Dagashi Kashi,6
45520,87094,1296,31636,Zaku88,Dagashi Kashi,4
45523,87097,1713,31636,SovietWeeb,Dagashi Kashi,8
45525,87099,1888,31636,Yasaal,Dagashi Kashi,8
45526,87100,2335,31636,xcomprr,Dagashi Kashi,7
45528,87103,3413,31636,lawlmartz,Dagashi Kashi,5
46640,89227,97,36475,LegendAqua,Sword Art Online Alternative: Gun Gale Online,9
46642,89230,455,36475,KANLen09,Sword Art Online Alternative: Gun Gale Online,9
46643,89231,456,36475,Stark700,Sword Art Online Alternative: Gun Gale Online,6
46644,89232,460,36475,PyraXadon,Sword Art Online Alternative: Gun Gale Online,7
46648,89236,789,36475,LeaOotori,Sword Art Online Alternative: Gun Gale Online,5
46649,89237,1078,36475,TakamakiJoker,Sword Art Online Alternative: Gun Gale Online,7
46657,89245,2478,36475,RebelPanda,Sword Art Online Alternative: Gun Gale Online,7
46658,89246,2489,36475,Shingster,Sword Art Online Alternative: Gun Gale Online,10
46661,89249,2933,36475,SanaeK10,Sword Art Online Alternative: Gun Gale Online,7
46681,89270,13433,36475,JiangHaoyi1979,Sword Art Online Alternative: Gun Gale Online,3
46898,89796,109,30296,ktulu007,Rakudai Kishi no Cavalry,3
46899,89797,280,30296,BanjoTheBear,Rakudai Kishi no Cavalry,8
46900,89798,300,30296,Biogundam,Rakudai Kishi no Cavalry,6
46902,89800,332,30296,ShySorcerer,Rakudai Kishi no Cavalry,7
46904,89802,449,30296,HaXXspetten,Rakudai Kishi no Cavalry,7
46905,89803,460,30296,PyraXadon,Rakudai Kishi no Cavalry,5
46907,89805,652,30296,robert788,Rakudai Kishi no Cavalry,8
46913,89811,966,30296,Gonzo-lewd,Rakudai Kishi no Cavalry,6
46917,89815,1077,30296,CodeBlazeFate,Rakudai Kishi no Cavalry,7
46924,89822,1296,30296,Zaku88,Rakudai Kishi no Cavalry,7
46927,89825,1417,30296,GrayRealm,Rakudai Kishi no Cavalry,5
46956,89854,6009,30296,LeaderTGW,Rakudai Kishi no Cavalry,8
47606,90992,104,14131,jc9622,Girls & Panzer,9
47607,90993,109,14131,ktulu007,Girls & Panzer,8
47613,90999,228,14131,ratchet573,Girls & Panzer,3
47614,91000,258,14131,Fear_the_Reefer,Girls & Panzer,9
47616,91002,280,14131,BanjoTheBear,Girls & Panzer,5
47618,91004,285,14131,earl_of_sandvich,Girls & Panzer,9
47620,91006,376,14131,captjoe213,Girls & Panzer,9
47622,91008,523,14131,kajia,Girls & Panzer,6
47626,91012,901,14131,literaturenerd,Girls & Panzer,4
47631,91018,1738,14131,Eagleshadow,Girls & Panzer,8
47632,91019,1948,14131,Notshane,Girls & Panzer,7
47635,91022,2213,14131,Nasty001,Girls & Panzer,7
48895,93726,109,357,ktulu007,Bokusatsu Tenshi Dokuro-chan,2
48896,93727,159,357,KomanoOhta,Bokusatsu Tenshi Dokuro-chan,6
48899,93730,460,357,PyraXadon,Bokusatsu Tenshi Dokuro-chan,5
48900,93731,550,357,Tyrannicswine117,Bokusatsu Tenshi Dokuro-chan,2
48901,93732,901,357,literaturenerd,Bokusatsu Tenshi Dokuro-chan,2
48905,93736,1948,357,Notshane,Bokusatsu Tenshi Dokuro-chan,1
48906,93737,2762,357,Sidewinder51,Bokusatsu Tenshi Dokuro-chan,7
48908,93739,2922,357,Skadi,Bokusatsu Tenshi Dokuro-chan,2
48910,93741,3413,357,lawlmartz,Bokusatsu Tenshi Dokuro-chan,6
48911,93742,3415,357,mercury1980,Bokusatsu Tenshi Dokuro-chan,3
48917,93748,4808,357,mistah-manila,Bokusatsu Tenshi Dokuro-chan,7
50740,98025,224,22147,bearvarine,Amagi Brilliant Park,5
50743,98028,280,22147,BanjoTheBear,Amagi Brilliant Park,7
50744,98029,285,22147,earl_of_sandvich,Amagi Brilliant Park,8
50745,98030,456,22147,Stark700,Amagi Brilliant Park,7
50746,98031,460,22147,PyraXadon,Amagi Brilliant Park,7
50747,98032,462,22147,Flawfinder,Amagi Brilliant Park,6
50749,98034,597,22147,Yuni,Amagi Brilliant Park,4
50754,98039,966,22147,Gonzo-lewd,Amagi Brilliant Park,6
50760,98045,1296,22147,Zaku88,Amagi Brilliant Park,8
50763,98048,1565,22147,Veronin,Amagi Brilliant Park,7
50764,98049,1713,22147,SovietWeeb,Amagi Brilliant Park,9
51243,98814,159,29786,KomanoOhta,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
51244,98815,280,29786,BanjoTheBear,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,6
51245,98816,449,29786,HaXXspetten,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,9
51246,98817,456,29786,Stark700,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7
51247,98818,460,29786,PyraXadon,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7
51248,98819,550,29786,Tyrannicswine117,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
51249,98820,966,29786,Gonzo-lewd,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
51255,98826,1296,29786,Zaku88,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,5
51262,98833,1762,29786,camay1997,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,10
51263,98834,1785,29786,Mikame-,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,9
51266,98837,2368,29786,hexashadow13,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
51273,98845,3413,29786,lawlmartz,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,7
51281,98854,6009,29786,LeaderTGW,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,8
51677,99623,224,7817,bearvarine,B-gata H-kei,7
51678,99624,228,7817,ratchet573,B-gata H-kei,3
51680,99626,258,7817,Fear_the_Reefer,B-gata H-kei,8
51683,99629,376,7817,captjoe213,B-gata H-kei,8
51686,99632,736,7817,mrsKWON,B-gata H-kei,6
51688,99634,1057,7817,NeverKnowsBest26,B-gata H-kei,4
51691,99637,1296,7817,Zaku88,B-gata H-kei,8
51694,99640,1762,7817,camay1997,B-gata H-kei,7
51697,99643,2389,7817,nanakox21,B-gata H-kei,7
51702,99649,3514,7817,ChucriBZ,B-gata H-kei,7
51712,99660,6009,7817,LeaderTGW,B-gata H-kei,8
51753,99765,228,268,ratchet573,Golden Boy,7
51754,99766,387,268,KyasutoNaito,Golden Boy,9
51756,99768,503,268,mouthpiece,Golden Boy,6
51757,99769,550,268,Tyrannicswine117,Golden Boy,8
51758,99770,583,268,brynolf,Golden Boy,7
51759,99771,736,268,mrsKWON,Golden Boy,8
51761,99773,901,268,literaturenerd,Golden Boy,6
51762,99774,1545,268,Luquillo,Golden Boy,8
51766,99778,2762,268,Sidewinder51,Golden Boy,8
51769,99781,3413,268,lawlmartz,Golden Boy,9
51770,99782,3514,268,ChucriBZ,Golden Boy,9
51771,99783,4808,268,mistah-manila,Golden Boy,10
52178,100647,228,17729,ratchet573,Grisaia no Kajitsu,7
52180,100649,280,17729,BanjoTheBear,Grisaia no Kajitsu,5
52181,100650,449,17729,HaXXspetten,Grisaia no Kajitsu,5
52182,100651,456,17729,Stark700,Grisaia no Kajitsu,6
52183,100652,460,17729,PyraXadon,Grisaia no Kajitsu,7
52184,100653,651,17729,Master10K,Grisaia no Kajitsu,6
52186,100655,751,17729,Hectotane,Grisaia no Kajitsu,7
52188,100657,1296,17729,Zaku88,Grisaia no Kajitsu,7
52189,100658,1309,17729,Lord_Rutsah,Grisaia no Kajitsu,6
52193,100662,1565,17729,Veronin,Grisaia no Kajitsu,5
53288,102779,285,20785,earl_of_sandvich,Mahouka Koukou no Rettousei,8
53289,102780,300,20785,Biogundam,Mahouka Koukou no Rettousei,3
53292,102783,456,20785,Stark700,Mahouka Koukou no Rettousei,4
53293,102784,460,20785,PyraXadon,Mahouka Koukou no Rettousei,6
53301,102793,1077,20785,CodeBlazeFate,Mahouka Koukou no Rettousei,1
53303,102795,1158,20785,Rikuson1,Mahouka Koukou no Rettousei,3
53307,102800,1417,20785,GrayRealm,Mahouka Koukou no Rettousei,5
53309,102802,1762,20785,camay1997,Mahouka Koukou no Rettousei,7
53312,102805,2213,20785,Nasty001,Mahouka Koukou no Rettousei,3
53346,102840,6687,20785,Social_Elitist,Mahouka Koukou no Rettousei,3
53997,104187,280,35241,BanjoTheBear,Konohana Kitan,6
53999,104189,376,35241,captjoe213,Konohana Kitan,9
54000,104190,455,35241,KANLen09,Konohana Kitan,9
54001,104191,456,35241,Stark700,Konohana Kitan,8
54002,104192,460,35241,PyraXadon,Konohana Kitan,7
54003,104193,652,35241,robert788,Konohana Kitan,9
54006,104196,1948,35241,Notshane,Konohana Kitan,8
54007,104197,2138,35241,Agent_Redacted,Konohana Kitan,10
54008,104198,2478,35241,RebelPanda,Konohana Kitan,8
54009,104199,2489,35241,Shingster,Konohana Kitan,10
54025,104221,280,32262,BanjoTheBear,Renai Boukun,6
54027,104223,332,32262,ShySorcerer,Renai Boukun,7
54029,104225,449,32262,HaXXspetten,Renai Boukun,6
54030,104226,456,32262,Stark700,Renai Boukun,6
54031,104227,460,32262,PyraXadon,Renai Boukun,4
54035,104231,550,32262,Tyrannicswine117,Renai Boukun,7
54041,104237,1713,32262,SovietWeeb,Renai Boukun,8
54042,104238,1762,32262,camay1997,Renai Boukun,6
54043,104239,1888,32262,Yasaal,Renai Boukun,8
54045,104241,2368,32262,hexashadow13,Renai Boukun,7
54052,104248,5395,32262,wolfwing,Renai Boukun,8
55022,106386,332,37210,ShySorcerer,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,5
55023,106387,337,37210,Injenss,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,8
55024,106388,381,37210,Karhu,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,10
55025,106389,455,37210,KANLen09,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,8
55026,106390,456,37210,Stark700,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,4
55030,106394,1078,37210,TakamakiJoker,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,2
55033,106397,1417,37210,GrayRealm,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,3
55034,106398,1508,37210,AnimeBW,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,4
55036,106400,1593,37210,LaLeLuLiLo,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,3
55040,106404,2488,37210,XHellLyterX,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,6
55041,106405,2489,37210,Shingster,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,10
55055,106419,13433,37210,JiangHaoyi1979,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,5
