,u_id,a_id,profile,title,score
64861,1057,6880,NeverKnowsBest26,Deadman Wonderland,5
64863,1098,6880,Julius_Light,Deadman Wonderland,8
64867,1785,6880,Mikame-,Deadman Wonderland,8
64873,2213,6880,Nasty001,Deadman Wonderland,3
69248,50,22297,BabyGirl06301,Fate/stay night: Unlimited Blade Works,8
69249,77,22297,ZephSilver,Fate/stay night: Unlimited Blade Works,6
69250,104,22297,jc9622,Fate/stay night: Unlimited Blade Works,9
69253,228,22297,ratchet573,Fate/stay night: Unlimited Blade Works,9
69254,267,22297,AbsarNaeem,Fate/stay night: Unlimited Blade Works,9
69255,280,22297,BanjoTheBear,Fate/stay night: Unlimited Blade Works,7
69256,449,22297,HaXXspetten,Fate/stay night: Unlimited Blade Works,10
69257,456,22297,Stark700,Fate/stay night: Unlimited Blade Works,9
69260,667,22297,Rabb2t,Fate/stay night: Unlimited Blade Works,9
69262,843,22297,GarlandReese,Fate/stay night: Unlimited Blade Works,8
69264,966,22297,Gonzo-lewd,Fate/stay night: Unlimited Blade Works,8
69266,1012,22297,animegirlism,Fate/stay night: Unlimited Blade Works,10
69268,1098,22297,Julius_Light,Fate/stay night: Unlimited Blade Works,8
69269,1223,22297,Seidai,Fate/stay night: Unlimited Blade Works,9
69270,1296,22297,Zaku88,Fate/stay night: Unlimited Blade Works,9
69275,1623,22297,Link_of_Hyrule,Fate/stay night: Unlimited Blade Works,4
69278,1893,22297,SupremeLord,Fate/stay night: Unlimited Blade Works,10
72675,54,38000,Eoussama,Kimetsu no Yaiba,8
72676,97,38000,LegendAqua,Kimetsu no Yaiba,9
72682,337,38000,Injenss,Kimetsu no Yaiba,9
72684,381,38000,Karhu,Kimetsu no Yaiba,9
72687,456,38000,Stark700,Kimetsu no Yaiba,9
72688,457,38000,Krunchyman,Kimetsu no Yaiba,7
72689,460,38000,PyraXadon,Kimetsu no Yaiba,8
72691,594,38000,EggheadLuna,Kimetsu no Yaiba,8
72692,652,38000,robert788,Kimetsu no Yaiba,10
72693,667,38000,Rabb2t,Kimetsu no Yaiba,9
72698,1158,38000,Rikuson1,Kimetsu no Yaiba,8
72705,1565,38000,Veronin,Kimetsu no Yaiba,8
72706,1593,38000,LaLeLuLiLo,Kimetsu no Yaiba,6
72707,1627,38000,AmericanSomnium,Kimetsu no Yaiba,7
72717,2417,38000,ImRingo,Kimetsu no Yaiba,8
72718,2478,38000,RebelPanda,Kimetsu no Yaiba,5
72720,2489,38000,Shingster,Kimetsu no Yaiba,9
72892,13433,38000,JiangHaoyi1979,Kimetsu no Yaiba,7
74537,54,34134,Eoussama,One Punch Man 2nd Season,8
74538,97,34134,LegendAqua,One Punch Man 2nd Season,7
74543,337,34134,Injenss,One Punch Man 2nd Season,4
74544,381,34134,Karhu,One Punch Man 2nd Season,3
74546,451,34134,papsoshea,One Punch Man 2nd Season,10
74547,456,34134,Stark700,One Punch Man 2nd Season,4
74548,457,34134,Krunchyman,One Punch Man 2nd Season,4
74549,460,34134,PyraXadon,One Punch Man 2nd Season,5
74554,936,34134,ItIsIDio,One Punch Man 2nd Season,5
74555,1077,34134,CodeBlazeFate,One Punch Man 2nd Season,3
74558,1417,34134,GrayRealm,One Punch Man 2nd Season,3
74561,1508,34134,AnimeBW,One Punch Man 2nd Season,5
74563,1627,34134,AmericanSomnium,One Punch Man 2nd Season,7
74568,2037,34134,FAKEANIMEGIRL,One Punch Man 2nd Season,6
74570,2478,34134,RebelPanda,One Punch Man 2nd Season,3
76210,61,11597,Paulwillson26,Nisemonogatari,8
76211,76,11597,Lindle,Nisemonogatari,5
76212,104,11597,jc9622,Nisemonogatari,8
76213,117,11597,Falco2424,Nisemonogatari,7
76216,228,11597,ratchet573,Nisemonogatari,8
76219,480,11597,TrashDax,Nisemonogatari,7
76221,655,11597,Micsupreeme,Nisemonogatari,7
76224,1508,11597,AnimeBW,Nisemonogatari,6
76225,1565,11597,Veronin,Nisemonogatari,7
76227,1686,11597,kokuborou,Nisemonogatari,7
76228,1762,11597,camay1997,Nisemonogatari,10
76236,2213,11597,Nasty001,Nisemonogatari,6
76237,2417,11597,ImRingo,Nisemonogatari,9
76240,2922,11597,Skadi,Nisemonogatari,5
76241,2933,11597,SanaeK10,Nisemonogatari,6
76462,61,71,Paulwillson26,Full Metal Panic!,8
76463,76,71,Lindle,Full Metal Panic!,5
76464,97,71,LegendAqua,Full Metal Panic!,7
76465,228,71,ratchet573,Full Metal Panic!,5
76468,376,71,captjoe213,Full Metal Panic!,8
76469,419,71,TheLlama,Full Metal Panic!,8
76471,523,71,kajia,Full Metal Panic!,8
76472,574,71,jzmcdaisy2112,Full Metal Panic!,7
76473,596,71,5camp,Full Metal Panic!,9
76474,736,71,mrsKWON,Full Metal Panic!,7
76475,1296,71,Zaku88,Full Metal Panic!,7
76478,1593,71,LaLeLuLiLo,Full Metal Panic!,4
76480,1893,71,SupremeLord,Full Metal Panic!,7
76482,3514,71,ChucriBZ,Full Metal Panic!,6
77084,61,10719,Paulwillson26,Boku wa Tomodachi ga Sukunai,7
77088,228,10719,ratchet573,Boku wa Tomodachi ga Sukunai,6
77091,258,10719,Fear_the_Reefer,Boku wa Tomodachi ga Sukunai,2
77093,530,10719,AnimeFan48,Boku wa Tomodachi ga Sukunai,8
77094,550,10719,Tyrannicswine117,Boku wa Tomodachi ga Sukunai,8
77095,583,10719,brynolf,Boku wa Tomodachi ga Sukunai,7
77098,1223,10719,Seidai,Boku wa Tomodachi ga Sukunai,7
77100,1296,10719,Zaku88,Boku wa Tomodachi ga Sukunai,7
77101,1309,10719,Lord_Rutsah,Boku wa Tomodachi ga Sukunai,7
77103,1627,10719,AmericanSomnium,Boku wa Tomodachi ga Sukunai,6
77106,1948,10719,Notshane,Boku wa Tomodachi ga Sukunai,5
77112,3327,10719,Marthgun,Boku wa Tomodachi ga Sukunai,7
77130,5520,10719,Simonian,Boku wa Tomodachi ga Sukunai,9
77147,8908,10719,Yemi_Hikari,Boku wa Tomodachi ga Sukunai,9
77380,228,934,ratchet573,Higurashi no Naku Koro ni,7
77382,258,934,Fear_the_Reefer,Higurashi no Naku Koro ni,8
77383,282,934,JustaMAL,Higurashi no Naku Koro ni,10
77385,300,934,Biogundam,Higurashi no Naku Koro ni,7
77386,419,934,TheLlama,Higurashi no Naku Koro ni,9
77388,527,934,Splitter,Higurashi no Naku Koro ni,9
77389,550,934,Tyrannicswine117,Higurashi no Naku Koro ni,9
77391,651,934,Master10K,Higurashi no Naku Koro ni,9
77393,655,934,Micsupreeme,Higurashi no Naku Koro ni,8
77394,678,934,jet2r0cks,Higurashi no Naku Koro ni,8
77396,789,934,LeaOotori,Higurashi no Naku Koro ni,9
77397,809,934,FullmetalCowboy,Higurashi no Naku Koro ni,7
77399,843,934,GarlandReese,Higurashi no Naku Koro ni,9
77400,855,934,RyanSpring,Higurashi no Naku Koro ni,7
77403,901,934,literaturenerd,Higurashi no Naku Koro ni,10
77413,1545,934,Luquillo,Higurashi no Naku Koro ni,8
77415,1623,934,Link_of_Hyrule,Higurashi no Naku Koro ni,9
77421,2138,934,Agent_Redacted,Higurashi no Naku Koro ni,9
77437,3327,934,Marthgun,Higurashi no Naku Koro ni,3
77438,3413,934,lawlmartz,Higurashi no Naku Koro ni,9
77439,3415,934,mercury1980,Higurashi no Naku Koro ni,10
77458,5520,934,Simonian,Higurashi no Naku Koro ni,10
77466,5956,934,Caleb_Marvell,Higurashi no Naku Koro ni,10
78950,77,32182,ZephSilver,Mob Psycho 100,7
78951,97,32182,LegendAqua,Mob Psycho 100,9
78952,109,32182,ktulu007,Mob Psycho 100,3
78954,280,32182,BanjoTheBear,Mob Psycho 100,7
78955,337,32182,Injenss,Mob Psycho 100,10
78957,451,32182,papsoshea,Mob Psycho 100,9
78958,456,32182,Stark700,Mob Psycho 100,9
78959,462,32182,Flawfinder,Mob Psycho 100,7
78960,550,32182,Tyrannicswine117,Mob Psycho 100,9
78961,907,32182,Gundroog,Mob Psycho 100,6
78965,936,32182,ItIsIDio,Mob Psycho 100,7
78970,1417,32182,GrayRealm,Mob Psycho 100,6
78972,1484,32182,Artrill,Mob Psycho 100,7
78999,6009,32182,LeaderTGW,Mob Psycho 100,4
80121,77,28623,ZephSilver,Koutetsujou no Kabaneri,3
80122,97,28623,LegendAqua,Koutetsujou no Kabaneri,8
80123,104,28623,jc9622,Koutetsujou no Kabaneri,6
80124,109,28623,ktulu007,Koutetsujou no Kabaneri,6
80125,280,28623,BanjoTheBear,Koutetsujou no Kabaneri,4
80128,456,28623,Stark700,Koutetsujou no Kabaneri,5
80130,462,28623,Flawfinder,Koutetsujou no Kabaneri,7
80131,652,28623,robert788,Koutetsujou no Kabaneri,9
80135,935,28623,themegamancave,Koutetsujou no Kabaneri,3
80138,1077,28623,CodeBlazeFate,Koutetsujou no Kabaneri,5
80139,1098,28623,Julius_Light,Koutetsujou no Kabaneri,8
80144,1349,28623,Vaenny,Koutetsujou no Kabaneri,8
80145,1484,28623,Artrill,Koutetsujou no Kabaneri,4
80155,2389,28623,nanakox21,Koutetsujou no Kabaneri,8
80163,3413,28623,lawlmartz,Koutetsujou no Kabaneri,6
80185,8074,28623,Yuu_Masuhara,Koutetsujou no Kabaneri,6
83969,97,32438,LegendAqua,Mayoiga,4
83970,104,32438,jc9622,Mayoiga,3
83971,280,32438,BanjoTheBear,Mayoiga,3
83972,337,32438,Injenss,Mayoiga,1
83973,449,32438,HaXXspetten,Mayoiga,4
83974,456,32438,Stark700,Mayoiga,4
83976,462,32438,Flawfinder,Mayoiga,2
83977,467,32438,Whoahoho,Mayoiga,8
83978,480,32438,TrashDax,Mayoiga,3
83986,1296,32438,Zaku88,Mayoiga,5
83987,1349,32438,Vaenny,Mayoiga,5
83994,2389,32438,nanakox21,Mayoiga,6
84006,5395,32438,wolfwing,Mayoiga,7
84009,5624,32438,Paraturtle,Mayoiga,5
84010,6009,32438,LeaderTGW,Mayoiga,6
89689,280,36038,BanjoTheBear,Net-juu no Susume,6
89690,332,36038,ShySorcerer,Net-juu no Susume,7
89692,455,36038,KANLen09,Net-juu no Susume,9
89693,456,36038,Stark700,Net-juu no Susume,8
89694,460,36038,PyraXadon,Net-juu no Susume,7
89695,467,36038,Whoahoho,Net-juu no Susume,9
89698,550,36038,Tyrannicswine117,Net-juu no Susume,8
89699,667,36038,Rabb2t,Net-juu no Susume,9
89702,1003,36038,DarknessReality,Net-juu no Susume,9
89710,1686,36038,kokuborou,Net-juu no Susume,7
89711,1713,36038,SovietWeeb,Net-juu no Susume,9
89716,2285,36038,BlackCicero,Net-juu no Susume,8
89719,2478,36038,RebelPanda,Net-juu no Susume,4
89731,6348,36038,Fircoal,Net-juu no Susume,8
89796,109,30296,ktulu007,Rakudai Kishi no Cavalry,3
89797,280,30296,BanjoTheBear,Rakudai Kishi no Cavalry,8
89798,300,30296,Biogundam,Rakudai Kishi no Cavalry,6
89800,332,30296,ShySorcerer,Rakudai Kishi no Cavalry,7
89802,449,30296,HaXXspetten,Rakudai Kishi no Cavalry,7
89803,460,30296,PyraXadon,Rakudai Kishi no Cavalry,5
89804,530,30296,AnimeFan48,Rakudai Kishi no Cavalry,9
89805,652,30296,robert788,Rakudai Kishi no Cavalry,8
89811,966,30296,Gonzo-lewd,Rakudai Kishi no Cavalry,6
89815,1077,30296,CodeBlazeFate,Rakudai Kishi no Cavalry,7
89819,1223,30296,Seidai,Rakudai Kishi no Cavalry,7
89822,1296,30296,Zaku88,Rakudai Kishi no Cavalry,7
89825,1417,30296,GrayRealm,Rakudai Kishi no Cavalry,5
89854,6009,30296,LeaderTGW,Rakudai Kishi no Cavalry,8
90992,104,14131,jc9622,Girls & Panzer,9
90993,109,14131,ktulu007,Girls & Panzer,8
90994,131,14131,PixlReality,Girls & Panzer,7
90999,228,14131,ratchet573,Girls & Panzer,3
91000,258,14131,Fear_the_Reefer,Girls & Panzer,9
91002,280,14131,BanjoTheBear,Girls & Panzer,5
91003,282,14131,JustaMAL,Girls & Panzer,8
91004,285,14131,earl_of_sandvich,Girls & Panzer,9
91006,376,14131,captjoe213,Girls & Panzer,9
91008,523,14131,kajia,Girls & Panzer,6
91009,594,14131,EggheadLuna,Girls & Panzer,8
91012,901,14131,literaturenerd,Girls & Panzer,4
91019,1948,14131,Notshane,Girls & Panzer,7
91022,2213,14131,Nasty001,Girls & Panzer,7
98025,224,22147,bearvarine,Amagi Brilliant Park,5
98027,267,22147,AbsarNaeem,Amagi Brilliant Park,9
98028,280,22147,BanjoTheBear,Amagi Brilliant Park,7
98029,285,22147,earl_of_sandvich,Amagi Brilliant Park,8
98030,456,22147,Stark700,Amagi Brilliant Park,7
98031,460,22147,PyraXadon,Amagi Brilliant Park,7
98032,462,22147,Flawfinder,Amagi Brilliant Park,6
98037,935,22147,themegamancave,Amagi Brilliant Park,7
98039,966,22147,Gonzo-lewd,Amagi Brilliant Park,6
98045,1296,22147,Zaku88,Amagi Brilliant Park,8
98047,1349,22147,Vaenny,Amagi Brilliant Park,9
98048,1565,22147,Veronin,Amagi Brilliant Park,7
98049,1713,22147,SovietWeeb,Amagi Brilliant Park,9
98085,8074,22147,Yuu_Masuhara,Amagi Brilliant Park,7
101366,280,19315,BanjoTheBear,Pupa,1
101368,451,19315,papsoshea,Pupa,1
101369,789,19315,LeaOotori,Pupa,3
101370,901,19315,literaturenerd,Pupa,1
101371,966,19315,Gonzo-lewd,Pupa,1
101372,1057,19315,NeverKnowsBest26,Pupa,3
101382,2762,19315,Sidewinder51,Pupa,7
101384,2939,19315,ProfaneValkyrie,Pupa,3
101388,3415,19315,mercury1980,Pupa,1
101389,3554,19315,LIQfilms,Pupa,1
101394,5624,19315,Paraturtle,Pupa,4
101396,5956,19315,Caleb_Marvell,Pupa,1
101411,8908,19315,Yemi_Hikari,Pupa,1
101417,11296,19315,bloge,Pupa,1
102778,267,20785,AbsarNaeem,Mahouka Koukou no Rettousei,9
102779,285,20785,earl_of_sandvich,Mahouka Koukou no Rettousei,8
102780,300,20785,Biogundam,Mahouka Koukou no Rettousei,3
102783,456,20785,Stark700,Mahouka Koukou no Rettousei,4
102784,460,20785,PyraXadon,Mahouka Koukou no Rettousei,6
102787,596,20785,5camp,Mahouka Koukou no Rettousei,3
102788,843,20785,GarlandReese,Mahouka Koukou no Rettousei,4
102790,907,20785,Gundroog,Mahouka Koukou no Rettousei,4
102791,1003,20785,DarknessReality,Mahouka Koukou no Rettousei,10
102792,1012,20785,animegirlism,Mahouka Koukou no Rettousei,7
102793,1077,20785,CodeBlazeFate,Mahouka Koukou no Rettousei,1
102794,1098,20785,Julius_Light,Mahouka Koukou no Rettousei,7
102795,1158,20785,Rikuson1,Mahouka Koukou no Rettousei,3
102797,1223,20785,Seidai,Mahouka Koukou no Rettousei,8
102800,1417,20785,GrayRealm,Mahouka Koukou no Rettousei,5
102802,1762,20785,camay1997,Mahouka Koukou no Rettousei,7
102805,2213,20785,Nasty001,Mahouka Koukou no Rettousei,3
102817,3554,20785,LIQfilms,Mahouka Koukou no Rettousei,3
104221,280,32262,BanjoTheBear,Renai Boukun,6
104222,282,32262,JustaMAL,Renai Boukun,9
104223,332,32262,ShySorcerer,Renai Boukun,7
104225,449,32262,HaXXspetten,Renai Boukun,6
104226,456,32262,Stark700,Renai Boukun,6
104227,460,32262,PyraXadon,Renai Boukun,4
104228,467,32262,Whoahoho,Renai Boukun,3
104230,530,32262,AnimeFan48,Renai Boukun,9
104231,550,32262,Tyrannicswine117,Renai Boukun,7
104237,1713,32262,SovietWeeb,Renai Boukun,8
104238,1762,32262,camay1997,Renai Boukun,6
104239,1888,32262,Yasaal,Renai Boukun,8
104241,2368,32262,hexashadow13,Renai Boukun,7
104244,3554,32262,LIQfilms,Renai Boukun,4
104248,5395,32262,wolfwing,Renai Boukun,8
